Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Remarks,Highest-From-Entry-To-Exit,Lowest-From-Entry-To-Exit
1233,02-01-2023,,09:25:00,43071.9,,,,,02-01-2023,,12:29:00,43196.5,705,,,,43373.8,42965.2
1233.1,02-01-2023,Monday,09:25:00,305.85,15,CE,43100,Sell,02-01-2023,Monday,09:34:00,323.85,-270,-5.885237862,05-01-2023,Stop Loss Hit,323.95,248
1233.2,02-01-2023,Monday,09:25:00,311.9,15,PE,43100,Sell,02-01-2023,Monday,12:29:00,246.9,975,20.84001282,05-01-2023,Stop Loss Hit,370,171.45
1234,03-01-2023,,09:25:00,43319.25,,,,,03-01-2023,,12:17:00,43241.35,-930,,,,43457.1,43239.65
1234.1,03-01-2023,Tuesday,09:25:00,282.5,15,CE,43300,Sell,03-01-2023,Tuesday,10:14:00,327.5,-675,-15.92920354,05-01-2023,Stop Loss Hit,330,252.05
1234.2,03-01-2023,Tuesday,09:25:00,239.85,15,PE,43300,Sell,03-01-2023,Tuesday,12:17:00,256.85,-255,-7.087763185,05-01-2023,Stop Loss Hit,266.75,181.35
1235,04-01-2023,,09:25:00,43562.5,,,,,04-01-2023,,15:19:00,42946.45,1163.25,,,Exit Condition Met For Trade,43577.35,42860.2
1235.1,04-01-2023,Wednesday,09:25:00,172.15,15,CE,43600,Sell,04-01-2023,Wednesday,15:19:00,28.6,2153.25,83.38658147,05-01-2023,Exit Condition Met For Trade,178.8,25.4
1235.2,04-01-2023,Wednesday,09:25:00,221,15,PE,43600,Sell,04-01-2023,Wednesday,09:38:00,287,-990,-29.86425339,05-01-2023,Stop Loss Hit,319.9,211.1
1236,05-01-2023,,09:25:00,42944.85,,,,,05-01-2023,,09:43:00,42895.05,-990,,,,43132.05,42873.75
1236.1,05-01-2023,Thursday,09:25:00,176.15,15,CE,42900,Sell,05-01-2023,Thursday,09:28:00,243.15,-1005,-38.03576497,05-01-2023,Stop Loss Hit,279.8,167.4
1236.2,05-01-2023,Thursday,09:25:00,125.6,15,PE,42900,Sell,05-01-2023,Thursday,09:43:00,124.6,15,0.796178344,05-01-2023,Stop Loss Hit,180,48.65
1237,06-01-2023,,09:25:00,42495.85,,,,,06-01-2023,,09:48:00,42468.95,-435,,,,42624.6,42410.85
1237.1,06-01-2023,Friday,09:25:00,368.75,15,CE,42500,Sell,06-01-2023,Friday,09:35:00,399.75,-465,-8.406779661,12-01-2023,Stop Loss Hit,401.75,323.9
1237.2,06-01-2023,Friday,09:25:00,333.15,15,PE,42500,Sell,06-01-2023,Friday,09:48:00,331.15,30,0.600330182,12-01-2023,Stop Loss Hit,375,255.6
1238,09-01-2023,,09:25:00,42298.85,,,,,09-01-2023,,09:30:00,42336,-1500,,,,42340.8,42189.6
1238.1,09-01-2023,Monday,09:25:00,330,15,CE,42300,Sell,09-01-2023,Monday,09:30:00,355,-375,-7.575757576,12-01-2023,Stop Loss Hit,360,280
1238.2,09-01-2023,Monday,09:25:00,280.6,15,PE,42300,Sell,09-01-2023,Monday,09:26:00,355.6,-1125,-26.72843906,12-01-2023,Stop Loss Hit,374,280.6
1239,10-01-2023,,09:25:00,42408.3,,,,,10-01-2023,,15:19:00,42039.35,1333.5,,,Exit Condition Met For Trade,42428.65,41838.6
1239.1,10-01-2023,Tuesday,09:25:00,273.6,15,CE,42400,Sell,10-01-2023,Tuesday,15:19:00,123.7,2248.5,54.7880117,12-01-2023,Exit Condition Met For Trade,284.15,89
1239.2,10-01-2023,Tuesday,09:25:00,233.5,15,PE,42400,Sell,10-01-2023,Tuesday,09:33:00,294.5,-915,-26.124197,12-01-2023,Stop Loss Hit,336.4,219
1240,11-01-2023,,09:25:00,41759.15,,,,,11-01-2023,,09:42:00,41986.15,900,,,,42231.4,41731
1240.1,11-01-2023,Wednesday,09:25:00,243.75,15,CE,41800,Sell,11-01-2023,Wednesday,09:38:00,305.75,-930,-25.43589744,12-01-2023,Stop Loss Hit,410.3,230.5
1240.2,11-01-2023,Wednesday,09:25:00,260.6,15,PE,41800,Sell,11-01-2023,Wednesday,09:42:00,138.6,1830,46.81504221,12-01-2023,Stop Loss Hit,280.9,63.35
1241,12-01-2023,,09:25:00,42150.55,,,,,12-01-2023,,10:03:00,42144.6,-510,,,,42342.75,42121.9
1241.1,12-01-2023,Thursday,09:25:00,158.4,15,CE,42200,Sell,12-01-2023,Thursday,09:34:00,214.4,-840,-35.35353535,12-01-2023,Stop Loss Hit,233,138.6
1241.2,12-01-2023,Thursday,09:25:00,190.05,15,PE,42200,Sell,12-01-2023,Thursday,10:03:00,168.05,330,11.57590108,12-01-2023,Stop Loss Hit,209.35,92.5
1242,13-01-2023,,09:25:00,41980.25,,,,,13-01-2023,,09:43:00,42002.85,-480,,,,42202.75,41977.5
1242.1,13-01-2023,Friday,09:25:00,385.25,15,CE,42000,Sell,13-01-2023,Friday,09:34:00,457.25,-1080,-18.68916288,19-01-2023,Stop Loss Hit,464,381.65
1242.2,13-01-2023,Friday,09:25:00,370.75,15,PE,42000,Sell,13-01-2023,Friday,09:43:00,330.75,600,10.78894134,19-01-2023,Stop Loss Hit,370.75,255
1243,16-01-2023,,09:25:00,42649.8,,,,,16-01-2023,,10:11:00,42621.05,-675,,,,42649.8,42447
1243.1,16-01-2023,Monday,09:25:00,332.85,15,CE,42600,Sell,16-01-2023,Monday,10:11:00,307.85,375,7.510890792,19-01-2023,Stop Loss Hit,332.85,232
1243.2,16-01-2023,Monday,09:25:00,257.1,15,PE,42600,Sell,16-01-2023,Monday,09:31:00,327.1,-1050,-27.22676002,19-01-2023,Stop Loss Hit,330.1,252
1244,17-01-2023,,09:25:00,42118.75,,,,,17-01-2023,,12:32:00,42137,-465,,,,42381.3,42115
1244.1,17-01-2023,Tuesday,09:25:00,297.8,15,CE,42100,Sell,17-01-2023,Tuesday,09:27:00,366.8,-1035,-23.16991269,19-01-2023,Stop Loss Hit,378,291.75
1244.2,17-01-2023,Tuesday,09:25:00,250.1,15,PE,42100,Sell,17-01-2023,Tuesday,12:32:00,212.1,570,15.19392243,19-01-2023,Stop Loss Hit,253.6,136.65
1245,18-01-2023,,09:25:00,42225.5,,,,,18-01-2023,,15:19:00,42441.05,1334.25,,,Exit Condition Met For Trade,42555.25,42122.15
1245.1,18-01-2023,Wednesday,09:25:00,231.4,15,CE,42200,Sell,18-01-2023,Wednesday,09:40:00,258.4,-405,-11.66810717,19-01-2023,Stop Loss Hit,261.05,183.15
1245.2,18-01-2023,Wednesday,09:25:00,191.55,15,PE,42200,Sell,18-01-2023,Wednesday,15:19:00,75.6,1739.25,60.53249804,19-01-2023,Exit Condition Met For Trade,244.4,59.05
1246,19-01-2023,,09:25:00,42390.9,,,,,19-01-2023,,11:08:00,42356.55,-270,,,,42501.3,42319.8
1246.1,19-01-2023,Thursday,09:25:00,130.1,15,CE,42400,Sell,19-01-2023,Thursday,09:38:00,170.1,-600,-30.74558032,19-01-2023,Stop Loss Hit,222,95
1246.2,19-01-2023,Thursday,09:25:00,161.05,15,PE,42400,Sell,19-01-2023,Thursday,11:08:00,139.05,330,13.66035393,19-01-2023,Stop Loss Hit,197.35,64
1247,20-01-2023,,09:25:00,42566.2,,,,,20-01-2023,,15:19:00,42506.4,-355.5,,,Exit Condition Met For Trade,42707.3,42488.15
1247.1,20-01-2023,Friday,09:25:00,274.45,15,CE,42600,Sell,20-01-2023,Friday,10:13:00,330.7,-843.75,-20.49553653,25-01-2023,Stop Loss Hit,335,254.9
1247.2,20-01-2023,Friday,09:25:00,325.7,15,PE,42600,Sell,20-01-2023,Friday,15:19:00,293.15,488.25,9.99385938,25-01-2023,Exit Condition Met For Trade,341.85,248
1248,23-01-2023,,09:25:00,42767.1,,,,,23-01-2023,,15:19:00,42833.45,141.75,,,Exit Condition Met For Trade,43002.5,42728.65
1248.1,23-01-2023,Monday,09:25:00,222,15,CE,42800,Sell,23-01-2023,Monday,09:36:00,293,-1065,-31.98198198,25-01-2023,Stop Loss Hit,296.35,217.95
1248.2,23-01-2023,Monday,09:25:00,245.4,15,PE,42800,Sell,23-01-2023,Monday,15:19:00,164.95,1206.75,32.78321108,25-01-2023,Exit Condition Met For Trade,246.75,147.3
1249,24-01-2023,,09:25:00,42980.7,,,,,24-01-2023,,15:19:00,42720.7,1297.5,,,Exit Condition Met For Trade,43078.55,42616.5
1249.1,24-01-2023,Tuesday,09:25:00,166.25,15,CE,43000,Sell,24-01-2023,Tuesday,15:19:00,46.75,1792.5,71.87969925,25-01-2023,Exit Condition Met For Trade,209,37.3
1249.2,24-01-2023,Tuesday,09:25:00,175.95,15,PE,43000,Sell,24-01-2023,Tuesday,10:15:00,208.95,-495,-18.75532822,25-01-2023,Stop Loss Hit,225,133.1
1250,25-01-2023,,09:25:00,42543.5,,,,,25-01-2023,,15:19:00,41658.9,1182.75,,,Exit Condition Met For Trade,42560.95,41541.25
1250.1,25-01-2023,Wednesday,09:25:00,150.15,15,CE,42500,Sell,25-01-2023,Wednesday,15:19:00,0.3,2247.75,99.8001998,25-01-2023,Exit Condition Met For Trade,156.2,0.25
1250.2,25-01-2023,Wednesday,09:25:00,83.1,15,PE,42500,Sell,25-01-2023,Wednesday,09:37:00,154.1,-1065,-85.43922984,25-01-2023,Stop Loss Hit,159,78.35
1251,27-01-2023,,09:25:00,41009.35,,,,,27-01-2023,,09:31:00,40875.9,165,,,,41016.6,40742.65
1251.1,27-01-2023,Friday,09:25:00,653.75,15,CE,41000,Sell,27-01-2023,Friday,09:31:00,581.75,1080,11.01338432,02-02-2023,Stop Loss Hit,654.55,505.8
1251.2,27-01-2023,Friday,09:25:00,549.3,15,PE,41000,Sell,27-01-2023,Friday,09:28:00,610.3,-915,-11.10504278,02-02-2023,Stop Loss Hit,620,534.65
1252,30-01-2023,,09:25:00,40325,,,,,30-01-2023,,09:27:00,40385.6,120,,,,40500.8,40316.65
1252.1,30-01-2023,Monday,09:25:00,721.6,15,CE,40300,Sell,30-01-2023,Monday,09:26:00,761.6,-600,-5.543237251,02-02-2023,Stop Loss Hit,834.3,685.7
1252.2,30-01-2023,Monday,09:25:00,559.05,15,PE,40300,Sell,30-01-2023,Monday,09:27:00,511.05,720,8.585994097,02-02-2023,Stop Loss Hit,570.2,435.6
1253,31-01-2023,,09:25:00,40434.25,,,,,31-01-2023,,09:26:00,40479,-1035,,,,40488.1,40338.3
1253.1,31-01-2023,Tuesday,09:25:00,621.6,15,CE,40400,Sell,31-01-2023,Tuesday,09:26:00,642.6,-315,-3.378378378,02-02-2023,Stop Loss Hit,666.3,567.35
1253.2,31-01-2023,Tuesday,09:25:00,496.95,15,PE,40400,Sell,31-01-2023,Tuesday,09:26:00,544.95,-720,-9.658919408,02-02-2023,Stop Loss Hit,551.25,469
1254,01-02-2023,,09:25:00,41143.15,,,,,01-02-2023,,10:15:00,41142.2,-195,,,,41174.1,40947.25
1254.1,01-02-2023,Wednesday,09:25:00,488,15,CE,41100,Sell,01-02-2023,Wednesday,10:15:00,441,705,9.631147541,02-02-2023,Stop Loss Hit,506.45,365.95
1254.2,01-02-2023,Wednesday,09:25:00,395.45,15,PE,41100,Sell,01-02-2023,Wednesday,09:34:00,455.45,-900,-15.17258819,02-02-2023,Stop Loss Hit,464.25,380
1255,02-02-2023,,09:25:00,40170.5,,,,,02-02-2023,,09:29:00,40189.3,-1050,,,,40346.5,40170.5
1255.1,02-02-2023,Thursday,09:25:00,314.95,15,CE,40200,Sell,02-02-2023,Thursday,09:27:00,378.95,-960,-20.32068582,02-02-2023,Stop Loss Hit,391.05,303.3
1255.2,02-02-2023,Thursday,09:25:00,302.85,15,PE,40200,Sell,02-02-2023,Thursday,09:29:00,308.85,-90,-1.981178801,02-02-2023,Stop Loss Hit,327.7,233.1
1256,03-02-2023,,09:25:00,41189.9,,,,,03-02-2023,,11:25:00,40747.55,2880,,,,41281.35,40747.55
1256.1,03-02-2023,Friday,09:25:00,463.25,15,CE,41200,Sell,03-02-2023,Friday,11:25:00,263.25,3000,43.1732326,09-02-2023,Target Hit,503.2,262.35
1256.2,03-02-2023,Friday,09:25:00,458,15,PE,41200,Sell,03-02-2023,Friday,09:32:00,466,-120,-1.746724891,09-02-2023,Stop Loss Hit,499.8,390.65
1257,06-02-2023,,09:25:00,41554.4,,,,,06-02-2023,,09:40:00,41643.4,-555,,,,41643.4,41387.35
1257.1,06-02-2023,Monday,09:25:00,345,15,CE,41600,Sell,06-02-2023,Monday,09:40:00,339,90,1.739130435,09-02-2023,Stop Loss Hit,399.2,264
1257.2,06-02-2023,Monday,09:25:00,393.9,15,PE,41600,Sell,06-02-2023,Monday,09:34:00,436.9,-645,-10.91647626,09-02-2023,Stop Loss Hit,482.2,361.35
1258,07-02-2023,,09:25:00,41501.2,,,,,07-02-2023,,13:33:00,41337.6,735,,,,41556.8,41097.1
1258.1,07-02-2023,Tuesday,09:25:00,332,15,CE,41500,Sell,07-02-2023,Tuesday,13:33:00,244,1320,26.5060241,09-02-2023,Stop Loss Hit,357,168.15
1258.2,07-02-2023,Tuesday,09:25:00,321.9,15,PE,41500,Sell,07-02-2023,Tuesday,09:36:00,360.9,-585,-12.11556384,09-02-2023,Stop Loss Hit,373.6,285.8
1259,08-02-2023,,09:25:00,41608.5,,,,,08-02-2023,,10:10:00,41627.1,-765,,,,41789.25,41583.6
1259.1,08-02-2023,Wednesday,09:25:00,258.75,15,CE,41600,Sell,08-02-2023,Wednesday,10:07:00,324.75,-990,-25.50724638,09-02-2023,Stop Loss Hit,362.3,249.25
1259.2,08-02-2023,Wednesday,09:25:00,243.4,15,PE,41600,Sell,08-02-2023,Wednesday,10:10:00,228.4,225,6.162695152,09-02-2023,Stop Loss Hit,251.35,153.15
1260,09-02-2023,,09:25:00,41482.25,,,,,09-02-2023,,13:50:00,41490.65,-525,,,,41505.85,41253.25
1260.1,09-02-2023,Thursday,09:25:00,134.75,15,CE,41500,Sell,09-02-2023,Thursday,13:50:00,95.75,585,28.94248609,09-02-2023,Stop Loss Hit,134.9,20.25
1260.2,09-02-2023,Thursday,09:25:00,148.75,15,PE,41500,Sell,09-02-2023,Thursday,09:30:00,222.75,-1110,-49.74789916,09-02-2023,Stop Loss Hit,230,147.25
1261,10-02-2023,,09:25:00,41505.3,,,,,10-02-2023,,15:19:00,41544.6,-271.5,,,Exit Condition Met For Trade,41678.3,41470.5
1261.1,10-02-2023,Friday,09:25:00,333.4,15,CE,41500,Sell,10-02-2023,Friday,09:32:00,401.4,-1020,-20.39592082,16-02-2023,Stop Loss Hit,407.85,326.1
1261.2,10-02-2023,Friday,09:25:00,310,15,PE,41500,Sell,10-02-2023,Friday,15:19:00,260.1,748.5,16.09677419,16-02-2023,Exit Condition Met For Trade,328.3,236.95
1262,13-02-2023,,09:25:00,41535.85,,,,,13-02-2023,,15:19:00,41278.8,571.5,,,Exit Condition Met For Trade,41536,41162.15
1262.1,13-02-2023,Monday,09:25:00,309.3,15,CE,41500,Sell,13-02-2023,Monday,15:19:00,196.2,1696.5,36.56644035,16-02-2023,Exit Condition Met For Trade,309.3,160.05
1262.2,13-02-2023,Monday,09:25:00,243.7,15,PE,41500,Sell,13-02-2023,Monday,09:56:00,318.7,-1125,-30.7755437,16-02-2023,Stop Loss Hit,320,243.3
1263,14-02-2023,,09:25:00,41323,,,,,14-02-2023,,12:16:00,41404.95,-1065,,,,41404.95,41198.1
1263.1,14-02-2023,Tuesday,09:25:00,275.9,15,CE,41300,Sell,14-02-2023,Tuesday,12:16:00,292.9,-255,-6.161652773,16-02-2023,Stop Loss Hit,304.55,217
1263.2,14-02-2023,Tuesday,09:25:00,230.55,15,PE,41300,Sell,14-02-2023,Tuesday,09:46:00,284.55,-810,-23.42225114,16-02-2023,Stop Loss Hit,290,208.7
1264,15-02-2023,,09:25:00,41604.95,,,,,15-02-2023,,13:36:00,41482.2,-247.5,,,,41717.65,41456.05
1264.1,15-02-2023,Wednesday,09:25:00,187.3,15,CE,41600,Sell,15-02-2023,Wednesday,10:08:00,199.8,-187.5,-6.673785371,16-02-2023,Stop Loss Hit,203.2,123.8
1264.2,15-02-2023,Wednesday,09:25:00,193,15,PE,41600,Sell,15-02-2023,Wednesday,13:36:00,197,-60,-2.07253886,16-02-2023,Stop Loss Hit,255,122
1265,16-02-2023,,09:25:00,41933.9,,,,,16-02-2023,,15:19:00,41628.45,957,,,Exit Condition Met For Trade,41974.4,41625.6
1265.1,16-02-2023,Thursday,09:25:00,129.9,15,CE,41900,Sell,16-02-2023,Thursday,15:19:00,0.1,1947,99.92301771,16-02-2023,Exit Condition Met For Trade,165,0.1
1265.2,16-02-2023,Thursday,09:25:00,90.95,15,PE,41900,Sell,16-02-2023,Thursday,10:22:00,156.95,-990,-72.56734469,16-02-2023,Stop Loss Hit,200,81.6
1266,17-02-2023,,09:25:00,41381.1,,,,,17-02-2023,,15:19:00,41140.85,1202.25,,,Exit Condition Met For Trade,41514.2,40886.9
1266.1,17-02-2023,Friday,09:25:00,318.35,15,CE,41400,Sell,17-02-2023,Friday,15:19:00,233.2,1277.25,26.74729072,23-02-2023,Exit Condition Met For Trade,374.85,174.4
1266.2,17-02-2023,Friday,09:25:00,299.4,15,PE,41400,Sell,17-02-2023,Friday,10:18:00,304.4,-75,-1.67000668,23-02-2023,Stop Loss Hit,307.4,229.2
1267,20-02-2023,,09:25:00,41218.7,,,,,20-02-2023,,09:58:00,41271.75,-1020,,,,41288.75,41091.05
1267.1,20-02-2023,Monday,09:25:00,307.25,15,CE,41200,Sell,20-02-2023,Monday,09:58:00,323.25,-240,-5.207485761,23-02-2023,Stop Loss Hit,335,248
1267.2,20-02-2023,Monday,09:25:00,254,15,PE,41200,Sell,20-02-2023,Monday,09:36:00,306,-780,-20.47244094,23-02-2023,Stop Loss Hit,340,230.85
1268,21-02-2023,,09:25:00,40573.35,,,,,21-02-2023,,12:13:00,40708.6,525,,,,40943.25,40508.85
1268.1,21-02-2023,Tuesday,09:25:00,260.7,15,CE,40600,Sell,21-02-2023,Tuesday,10:04:00,303.7,-645,-16.49405447,23-02-2023,Stop Loss Hit,361.9,228.45
1268.2,21-02-2023,Tuesday,09:25:00,243.65,15,PE,40600,Sell,21-02-2023,Tuesday,12:13:00,165.65,1170,32.01313359,23-02-2023,Stop Loss Hit,277,90.4
1269,22-02-2023,,09:25:00,40440.35,,,,,22-02-2023,,15:19:00,40007.25,1881,,,Exit Condition Met For Trade,40488.3,39900.7
1269.1,22-02-2023,Wednesday,09:25:00,221.1,15,CE,40400,Sell,22-02-2023,Wednesday,15:19:00,46.7,2616,78.87833559,23-02-2023,Exit Condition Met For Trade,240.85,41.2
1269.2,22-02-2023,Wednesday,09:25:00,166.9,15,PE,40400,Sell,22-02-2023,Wednesday,10:21:00,215.9,-735,-29.35889754,23-02-2023,Stop Loss Hit,220,140.7
1270,23-02-2023,,09:25:00,39887.65,,,,,23-02-2023,,09:55:00,39864,-585,,,,39913,39603.8
1270.1,23-02-2023,Thursday,09:25:00,157.75,15,CE,39900,Sell,23-02-2023,Thursday,09:55:00,133.75,360,15.21394612,23-02-2023,Stop Loss Hit,165,58.35
1270.2,23-02-2023,Thursday,09:25:00,166.1,15,PE,39900,Sell,23-02-2023,Thursday,09:35:00,229.1,-945,-37.92895846,23-02-2023,Stop Loss Hit,235.1,154.1
1271,24-02-2023,,09:25:00,40298.4,,,,,24-02-2023,,14:18:00,39840,2145,,,,40346.95,39823.5
1271.1,24-02-2023,Friday,09:25:00,349.95,15,CE,40300,Sell,24-02-2023,Friday,14:18:00,149.95,3000,57.15102157,02-03-2023,Target Hit,387.5,145.8
1271.2,24-02-2023,Friday,09:25:00,304.45,15,PE,40300,Sell,24-02-2023,Friday,09:32:00,361.45,-855,-18.72228609,02-03-2023,Stop Loss Hit,363.3,286.3
1272,27-02-2023,,09:25:00,39896.25,,,,,27-02-2023,,10:01:00,39922.5,-525,,,,40133.1,39896.25
1272.1,27-02-2023,Monday,09:25:00,316.25,15,CE,39900,Sell,27-02-2023,Monday,09:27:00,384.25,-1020,-21.50197628,02-03-2023,Stop Loss Hit,413.4,308.45
1272.2,27-02-2023,Monday,09:25:00,290.7,15,PE,39900,Sell,27-02-2023,Monday,10:01:00,257.7,495,11.35190918,02-03-2023,Stop Loss Hit,291.5,181.85
1273,28-02-2023,,09:25:00,40366.45,,,,,28-02-2023,,15:01:00,40292.05,45,,,,40382.35,40075.3
1273.1,28-02-2023,Tuesday,09:25:00,246.2,15,CE,40400,Sell,28-02-2023,Tuesday,15:01:00,177.2,1035,28.02599513,02-03-2023,Stop Loss Hit,254,101.9
1273.2,28-02-2023,Tuesday,09:25:00,255.25,15,PE,40400,Sell,28-02-2023,Tuesday,09:31:00,321.25,-990,-25.85700294,02-03-2023,Stop Loss Hit,322.9,245.85
1274,01-03-2023,,09:25:00,40449.2,,,,,01-03-2023,,15:19:00,40693.45,993,,,Exit Condition Met For Trade,40724.05,40412
1274.1,01-03-2023,Wednesday,09:25:00,219.05,15,CE,40400,Sell,01-03-2023,Wednesday,10:11:00,267.05,-720,-21.9128053,02-03-2023,Stop Loss Hit,280.9,192
1274.2,01-03-2023,Wednesday,09:25:00,158.35,15,PE,40400,Sell,01-03-2023,Wednesday,15:19:00,44.15,1713,72.11872434,02-03-2023,Exit Condition Met For Trade,173.65,39.6
1275,02-03-2023,,09:25:00,40656.95,,,,,02-03-2023,,15:19:00,40390.6,413.25,,,Exit Condition Met For Trade,40710.35,40370.75
1275.1,02-03-2023,Thursday,09:25:00,102.7,15,CE,40700,Sell,02-03-2023,Thursday,15:19:00,0.15,1538.25,99.85394352,02-03-2023,Exit Condition Met For Trade,102.7,0.15
1275.2,02-03-2023,Thursday,09:25:00,129.75,15,PE,40700,Sell,02-03-2023,Thursday,09:32:00,204.75,-1125,-57.80346821,02-03-2023,Stop Loss Hit,210,129.75
1276,03-03-2023,,09:25:00,40778.35,,,,,03-03-2023,,15:19:00,41241.55,1068,,,Exit Condition Met For Trade,41389,40733.25
1276.1,03-03-2023,Friday,09:25:00,244.95,15,CE,40800,Sell,03-03-2023,Friday,09:57:00,319.95,-1125,-30.61849357,09-03-2023,Stop Loss Hit,321.7,244.5
1276.2,03-03-2023,Friday,09:25:00,253.5,15,PE,40800,Sell,03-03-2023,Friday,15:19:00,107.3,2193,57.67258383,09-03-2023,Exit Condition Met For Trade,262.3,85.05
1277,06-03-2023,,09:25:00,41518.75,,,,,06-03-2023,,11:09:00,41451.6,-876,,,,41669.25,41444.85
1277.1,06-03-2023,Monday,09:25:00,245.15,15,CE,41500,Sell,06-03-2023,Monday,09:49:00,292.55,-711,-19.33510096,09-03-2023,Stop Loss Hit,302.25,214.95
1277.2,06-03-2023,Monday,09:25:00,208.75,15,PE,41500,Sell,06-03-2023,Monday,11:09:00,219.75,-165,-5.269461078,09-03-2023,Stop Loss Hit,261.65,144
1278,08-03-2023,,09:25:00,41158.4,,,,,08-03-2023,,15:19:00,41596.45,2037.75,,,Exit Condition Met For Trade,41604.25,41101.15
1278.1,08-03-2023,Wednesday,09:25:00,159.3,15,CE,41200,Sell,08-03-2023,Wednesday,09:35:00,208.3,-735,-30.75957313,09-03-2023,Stop Loss Hit,250,133
1278.2,08-03-2023,Wednesday,09:25:00,219.9,15,PE,41200,Sell,08-03-2023,Wednesday,15:19:00,35.05,2772.75,84.06093679,09-03-2023,Exit Condition Met For Trade,234.65,31.4
1279,09-03-2023,,09:25:00,41524.65,,,,,09-03-2023,,12:31:00,41438.9,-285,,,,41655.5,41433.75
1279.1,09-03-2023,Thursday,09:25:00,121.05,15,CE,41500,Sell,09-03-2023,Thursday,11:16:00,138.05,-255,-14.04378356,09-03-2023,Stop Loss Hit,175.55,62.4
1279.2,09-03-2023,Thursday,09:25:00,100,15,PE,41500,Sell,09-03-2023,Thursday,12:31:00,102,-30,-2,09-03-2023,Stop Loss Hit,135.5,26.7
1280,10-03-2023,,09:25:00,40554.55,,,,,10-03-2023,,10:02:00,40559.9,-495,,,,40600.15,40394.75
1280.1,10-03-2023,Friday,09:25:00,325.3,15,CE,40600,Sell,10-03-2023,Friday,10:02:00,308.3,255,5.225945281,16-03-2023,Stop Loss Hit,345.45,233.15
1280.2,10-03-2023,Friday,09:25:00,348.55,15,PE,40600,Sell,10-03-2023,Friday,09:43:00,398.55,-750,-14.34514417,16-03-2023,Stop Loss Hit,415.3,323.05
1281,13-03-2023,,09:25:00,40620.25,,,,,13-03-2023,,12:19:00,40127.15,2520,,,,40687.75,40113.85
1281.1,13-03-2023,Monday,09:25:00,305.45,15,CE,40600,Sell,13-03-2023,Monday,12:19:00,105.45,3000,65.47716484,16-03-2023,Target Hit,330,105.15
1281.2,13-03-2023,Monday,09:25:00,247.2,15,PE,40600,Sell,13-03-2023,Monday,09:42:00,279.2,-480,-12.94498382,16-03-2023,Stop Loss Hit,335.9,203.4
1282,14-03-2023,,09:25:00,39362.05,,,,,14-03-2023,,09:44:00,39565.75,570,,,,39765.7,39328
1282.1,14-03-2023,Tuesday,09:25:00,310.4,15,CE,39400,Sell,14-03-2023,Tuesday,09:28:00,372.4,-930,-19.9742268,16-03-2023,Stop Loss Hit,406.65,296.45
1282.2,14-03-2023,Tuesday,09:25:00,324.5,15,PE,39400,Sell,14-03-2023,Tuesday,09:44:00,224.5,1500,30.81664099,16-03-2023,Stop Loss Hit,333.4,148.75
1283,15-03-2023,,09:25:00,39777.65,,,,,15-03-2023,,14:41:00,39190.65,2730,,,,39847.95,39185.1
1283.1,15-03-2023,Wednesday,09:25:00,229.2,15,CE,39800,Sell,15-03-2023,Wednesday,14:41:00,29.2,3000,87.2600349,16-03-2023,Target Hit,256.85,28.85
1283.2,15-03-2023,Wednesday,09:25:00,236.3,15,PE,39800,Sell,15-03-2023,Wednesday,09:38:00,254.3,-270,-7.617435463,16-03-2023,Stop Loss Hit,267.65,179.15
1284,16-03-2023,,09:25:00,39005.95,,,,,16-03-2023,,10:25:00,38892.85,0,,,,39026.45,38617.8
1284.1,16-03-2023,Thursday,09:25:00,184.55,15,CE,39000,Sell,16-03-2023,Thursday,10:25:00,115.55,1035,37.38824167,16-03-2023,Stop Loss Hit,198.75,40.15
1284.2,16-03-2023,Thursday,09:25:00,172.05,15,PE,39000,Sell,16-03-2023,Thursday,09:31:00,241.05,-1035,-40.10462075,16-03-2023,Stop Loss Hit,275,165.1
1285,17-03-2023,,09:25:00,39444,,,,,17-03-2023,,09:35:00,39361.35,-808.5,,,,39516.55,39350.2
1285.1,17-03-2023,Friday,09:25:00,478.95,15,CE,39400,Sell,17-03-2023,Friday,09:28:00,502.95,-360,-5.010961478,23-03-2023,Stop Loss Hit,522,427.15
1285.2,17-03-2023,Friday,09:25:00,363.15,15,PE,39400,Sell,17-03-2023,Friday,09:35:00,393.05,-448.5,-8.233512323,23-03-2023,Stop Loss Hit,400,311.25
1286,20-03-2023,,09:25:00,39295.65,,,,,20-03-2023,,10:50:00,39199.3,210,,,,39350.05,39036.05
1286.1,20-03-2023,Monday,09:25:00,393.8,15,CE,39300,Sell,20-03-2023,Monday,10:50:00,334.8,885,14.98222448,23-03-2023,Stop Loss Hit,424.35,259.65
1286.2,20-03-2023,Monday,09:25:00,351.8,15,PE,39300,Sell,20-03-2023,Monday,09:57:00,396.8,-675,-12.79135873,23-03-2023,Stop Loss Hit,425,321.2
1287,21-03-2023,,09:25:00,39528.25,,,,,21-03-2023,,10:04:00,39555.05,-630,,,,39576.55,39366.3
1287.1,21-03-2023,Tuesday,09:25:00,340.05,15,CE,39500,Sell,21-03-2023,Tuesday,10:04:00,340.05,0,0,23-03-2023,Stop Loss Hit,364.1,265
